baseline_model,residual_route,metrics_variant,fold,representation,split,subset,n_rows,gamma,alpha,inner_alpha,inner_holdout_mae,n_dropped_total,n_total_representation,n_train_representation,n_test_representation,baseline_representation,MAE,RMSE,R2,baseline_MAE_on_eval_rows,baseline_RMSE_on_eval_rows,baseline_R2_on_eval_rows,delta_MAE_vs_baseline,delta_RMSE_vs_baseline,delta_R2_vs_baseline,F1,DAF,baseline_F1_on_eval_rows,baseline_DAF_on_eval_rows,delta_F1_vs_baseline,delta_DAF_vs_baseline
m3gnet,crabnet_frontend,full,3,m3gnet-baseline,test,all,51392,0.0,,,,0,256963,205571,51392,m3gnet-baseline,0.05993217290553146,0.09351568110917734,0.9896248011784142,0.05993217290553146,0.09351568110917734,0.9896248011784142,0.0,0.0,0.0,0.6129639131178382,2.7929327911210207,0.6129639131178382,2.7929327911210207,0.0,0.0
m3gnet,crabnet_frontend,full,3,m3gnet-baseline,test,unique_prototype,43511,0.0,,,,0,256963,205571,51392,m3gnet-baseline,0.06252747285297422,0.09611675749061935,0.9888192694189402,0.06252747285297422,0.09611675749061935,0.9888192694189402,0.0,0.0,0.0,0.6135127860026917,2.9990334894806274,0.6135127860026917,2.9990334894806274,0.0,0.0
m3gnet,crabnet_frontend,full,4,m3gnet-baseline,train,all,205571,0.0,,,,0,256963,205571,51392,m3gnet-baseline,0.0642266736847758,0.10020550775563436,0.9877479818308402,0.0642266736847758,0.10020550775563436,0.9877479818308402,0.0,0.0,0.0,0.5951327694612545,3.025135056647783,0.5951327694612545,3.025135056647783,0.0,0.0
m3gnet,crabnet_frontend,full,4,m3gnet-baseline,train,unique_prototype,173469,0.0,,,,0,256963,205571,51392,m3gnet-baseline,0.06739124733500607,0.10318250588622326,0.9866205628744127,0.06739124733500607,0.10318250588622326,0.9866205628744127,0.0,0.0,0.0,0.5941922633399727,3.252548160401528,0.5941922633399727,3.252548160401528,0.0,0.0
m3gnet,crabnet_frontend,full,4,m3gnet-baseline,test,all,51392,0.0,,,,0,256963,205571,51392,m3gnet-baseline,0.06392732915338491,0.09950972378728046,0.9890945880036438,0.06392732915338491,0.09950972378728046,0.9890945880036438,0.0,0.0,0.0,0.611663353214049,2.7261379105271573,0.611663353214049,2.7261379105271573,0.0,0.0
m3gnet,crabnet_frontend,full,4,m3gnet-baseline,test,unique_prototype,42019,0.0,,,,0,256963,205571,51392,m3gnet-baseline,0.06675944429400366,0.09982922927470722,0.9885074966158133,0.06675944429400366,0.09982922927470722,0.9885074966158133,0.0,0.0,0.0,0.6047702025702462,2.9204797781706353,0.6047702025702462,2.9204797781706353,0.0,0.0
m3gnet,crabnet_frontend,full,0,mat2vec+H32,train,all,205570,0.7,316.22776601683796,316.22776601683796,0.05780811779862814,0,256963,205570,51393,m3gnet-baseline,0.0556859857700714,0.08650066607267934,0.9907541833628385,0.06341586650298198,0.09909675069525377,0.9878654073459394,-0.007729880732910574,-0.01259608462257443,0.002888776016899075,0.6114152609011736,3.7340977592517595,0.5996547872880496,2.9137514329046703,0.011760473613124045,0.8203463263470891
m3gnet,crabnet_frontend,full,0,mat2vec+H32,train,unique_prototype,171551,0.7,316.22776601683796,316.22776601683796,0.05780811779862814,0,256963,205570,51393,m3gnet-baseline,0.05743991696908299,0.08783902868157288,0.9902259398423325,0.06643139082801544,0.10132910608549174,0.9869932623348122,-0.008991473858932453,-0.01349007740391886,0.0032326775075203207,0.617168134843458,4.0382951930759425,0.5973920248877,3.141516218699146,0.01977610995575796,0.8967789743767964
m3gnet,crabnet_frontend,full,0,mat2vec+H32,test,all,51393,0.7,316.22776601683796,316.22776601683796,0.05780811779862814,0,256963,205570,51393,m3gnet-baseline,0.059071799329659766,0.09057075487922885,0.9914551371707485,0.06717053215196225,0.10385610418923473,0.9887644800453662,-0.008098732822302487,-0.013285349310005884,0.002690657125382301,0.603244078269825,3.993296507685352,0.5950478445299399,3.163790566806128,0.008196233739885095,0.829505940879224
m3gnet,crabnet_frontend,full,0,mat2vec+H32,test,unique_prototype,43937,0.7,316.22776601683796,316.22776601683796,0.05780811779862814,0,256963,205570,51393,m3gnet-baseline,0.061152169542777766,0.09298401162444109,0.9903871807962782,0.07053476217786898,0.10712400356179691,0.987241259435739,-0.009382592635091218,-0.014139991937355822,0.00314592136053915,0.6087716510408391,4.250786043387792,0.5926107169072669,3.351375514394301,0.016160934133572225,0.8994105289934908
m3gnet,crabnet_frontend,full,1,mat2vec+H32,train,all,205570,0.75,316.22776601683796,1e-06,0.05600425141914884,0,256963,205570,51393,m3gnet-baseline,0.056192503744171174,0.08666118637695276,0.9912703316657253,0.0640461585101086,0.09970676018762101,0.9884442618272855,-0.007853654765937426,-0.013045573810668246,0.002826069838439804,0.6063273145207634,3.7803850427995913,0.6024142816661944,2.9380426958369252,0.00391303285456901,0.8423423469626661
m3gnet,crabnet_frontend,full,1,mat2vec+H32,train,unique_prototype,171918,0.75,316.22776601683796,1e-06,0.05600425141914884,0,256963,205570,51393,m3gnet-baseline,0.05791810763323537,0.08806414701233956,0.9906557662562421,0.06717665148980916,0.10214397666548901,0.987428967433459,-0.009258543856573785,-0.014079829653149453,0.0032267988227830946,0.6121626595888952,4.082461118077811,0.5997961264016309,3.1602717140480094,0.012366533187264217,0.9221894040298015
m3gnet,crabnet_frontend,full,1,mat2vec+H32,test,all,51393,0.75,316.22776601683796,1e-06,0.05600425141914884,0,256963,205570,51393,m3gnet-baseline,0.056915820247232435,0.08771437295328817,0.9896964660575243,0.064649388651777,0.10149387657265796,0.9862049156123707,-0.007733568404544561,-0.01377950361936979,0.0034915504451535906,0.5964729615409644,3.997188270842826,0.583373610439826,3.0527407626189595,0.013099351101138357,0.9444475082238664
m3gnet,crabnet_frontend,full,1,mat2vec+H32,test,unique_prototype,43570,0.75,316.22776601683796,1e-06,0.05600425141914884,0,256963,205570,51393,m3gnet-baseline,0.058578022633341234,0.08952323320141377,0.9890249363579656,0.06762868494195318,0.1040744862893567,0.9851671678677377,-0.009050662308611943,-0.01455125308794293,0.0038577684902278975,0.6033246414602347,4.285816204870213,0.5826197850245947,3.270830287547532,0.020704856435640018,1.0149859173226807
